Total Sec,Difference in time(sec),Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.830,0.01,4.83,4.56,-3.64,-0.09,5.84
4.840,0.01,4.84,5.08,-4.06,-0.06,6.51
4.850,0.01,4.85,5.57,-4.46,-0.06,7.13
4.860,0.01,4.86,6.08,-4.97,-0.08,7.85
4.870,0.01,4.87,6.75,-5.55,-0.06,8.74
4.880,0.01,4.88,7.52,-6.24,-0.03,9.77
4.890,0.01,4.89,8.31,-6.92,-0.06,10.80
4.900,0.01,4.90,9.10,-7.55,-0.03,11.80
4.910,0.01,4.91,9.77,-8.01,-0.03,12.60
4.920,0.01,4.92,10.30,-8.24,-0.04,13.20
4.930,0.01,4.93,10.70,-8.26,-0.02,13.50
4.940,0.01,4.94,10.90,-8.12,-0.05,13.60
4.950,0.01,4.95,11.10,-8.15,-0.19,13.80
4.960,0.01,4.96,11.30,-8.36,-0.33,14.00
4.970,0.01,4.97,11.30,-8.42,-0.52,14.10
4.980,0.01,4.98,11.00,-8.15,-0.48,13.70
4.990,0.01,4.99,10.60,-7.61,-0.25,13.00
5.000,0.01,5.00,10.20,-7.18,-0.19,12.50
5.010,0.01,5.01,10.20,-6.98,-0.30,12.40
5.020,0.01,5.02,10.30,-6.72,-0.30,12.30
5.030,0.01,5.03,10.10,-6.21,-0.26,11.90
5.040,0.01,5.04,10.10,-5.88,-0.25,11.70
5.050,0.01,5.05,10.50,-6.25,-0.33,12.20
5.060,0.01,5.06,10.90,-6.34,-0.55,12.60
5.070,0.01,5.07,11.20,-6.54,-0.87,13.00
5.080,0.01,5.08,11.30,-6.73,-1.16,13.20
5.090,0.01,5.09,11.40,-6.98,-1.39,13.40
5.100,0.01,5.10,11.50,-6.91,-1.53,13.50
5.110,0.01,5.11,11.20,-6.66,-1.67,13.10
5.120,0.01,5.12,10.70,-6.15,-1.53,12.40
5.130,0.01,5.13,10.20,-5.50,-1.22,11.70
5.140,0.01,5.14,9.73,-4.94,-0.95,10.90
5.150,0.01,5.15,9.24,-4.33,-0.78,10.20
5.160,0.01,5.16,8.74,-3.72,-0.68,9.53
5.170,0.01,5.17,8.23,-3.18,-0.70,8.85
5.180,0.01,5.18,7.68,-2.70,-0.78,8.18
5.190,0.01,5.19,7.23,-2.23,-0.92,7.63
5.200,0.01,5.20,6.81,-1.85,-1.17,7.15
5.210,0.01,5.21,6.37,-1.52,-1.37,6.69
5.220,0.01,5.22,5.98,-1.21,-1.55,6.29
5.230,0.01,5.23,5.66,-0.94,-1.73,5.99
5.240,0.01,5.24,5.36,-0.73,-1.86,5.72
5.250,0.01,5.25,5.09,-0.52,-1.98,5.49
5.260,0.01,5.26,4.96,-0.27,-2.03,5.37
5.270,0.01,5.27,4.89,-0.22,-2.14,5.35
5.280,0.01,5.28,4.90,-0.14,-2.07,5.32
5.280,0,5.28,5.05,-0.05,-1.83,5.37
5.290,0.01,5.29,5.28,-0.06,-1.57,5.51
5.300,0.01,5.30,5.60,-0.13,-1.48,5.79
5.310,0.01,5.31,6.01,-0.32,-1.41,6.18
5.320,0.01,5.32,6.50,-0.68,-1.21,6.65
5.330,0.01,5.33,6.97,-1.13,-1.11,7.15
5.340,0.01,5.34,7.56,-1.72,-1.04,7.82
5.350,0.01,5.35,8.18,-2.36,-0.95,8.57
5.360,0.01,5.36,8.77,-2.99,-0.91,9.31
5.370,0.01,5.37,9.28,-3.58,-0.78,9.97
5.380,0.01,5.38,9.74,-4.05,-0.60,10.60
5.390,0.01,5.39,10.30,-4.62,-0.51,11.30
5.400,0.01,5.40,11.00,-5.19,-0.54,12.20
5.410,0.01,5.41,11.70,-5.70,-0.60,13.00
5.420,0.01,5.42,12.30,-6.11,-0.69,13.80
5.430,0.01,5.43,12.80,-6.34,-0.76,14.30
5.440,0.01,5.44,13.10,-6.28,-0.79,14.60
5.450,0.01,5.45,13.30,-6.23,-0.92,14.80
5.460,0.01,5.46,13.40,-6.18,-0.96,14.80
5.470,0.01,5.47,13.20,-5.93,-0.97,14.50
5.480,0.01,5.48,12.90,-5.60,-1.09,14.10
5.490,0.01,5.49,12.30,-5.13,-1.08,13.40
5.500,0.01,5.50,11.80,-4.79,-0.99,12.80
5.510,0.01,5.51,11.70,-5.04,-0.81,12.70
5.520,0.01,5.52,11.80,-5.55,-0.67,13.00
5.530,0.01,5.53,11.80,-5.80,-0.63,13.10
5.540,0.01,5.54,11.80,-5.85,-0.17,13.20
5.550,0.01,5.55,12.10,-6.00,0.25,13.60
5.560,0.01,5.56,12.50,-6.26,0.16,14.00
5.570,0.01,5.57,12.80,-6.43,-0.20,14.40
5.580,0.01,5.58,13.00,-6.43,-0.75,14.50
5.590,0.01,5.59,13.10,-6.46,-1.18,14.60
5.600,0.01,5.60,13.00,-6.52,-1.15,14.60
5.610,0.01,5.61,12.90,-6.67,-1.38,14.60
5.620,0.01,5.62,12.70,-6.90,-1.48,14.60
5.630,0.01,5.63,12.40,-6.90,-1.24,14.20
5.640,0.01,5.64,11.80,-6.77,-1.08,13.60
5.650,0.01,5.65,11.10,-6.45,-0.95,12.80
5.660,0.01,5.66,10.30,-6.03,-0.75,12.00
5.670,0.01,5.67,9.59,-5.57,-0.53,11.10
5.680,0.01,5.68,8.88,-5.14,-0.36,10.30
5.690,0.01,5.69,8.21,-4.68,-0.29,9.46
5.700,0.01,5.70,7.51,-4.29,-0.32,8.66
5.710,0.01,5.71,6.87,-3.92,-0.34,7.92
5.720,0.01,5.72,6.28,-3.61,-0.35,7.25
5.730,0.01,5.73,5.73,-3.33,-0.39,6.64
5.740,0.01,5.74,5.24,-3.00,-0.43,6.06
5.750,0.01,5.75,4.83,-2.64,-0.57,5.54
5.760,0.01,5.76,4.46,-2.42,-0.93,5.16
5.770,0.01,5.77,4.15,-2.21,-0.82,4.78
5.780,0.01,5.78,3.89,-2.02,-0.63,4.43
5.790,0.01,5.79,3.67,-1.89,-0.60,4.17
5.800,0.01,5.80,3.48,-1.79,-0.58,3.96
5.810,0.01,5.81,3.33,-1.79,-0.55,3.82
5.820,0.01,5.82,3.24,-1.80,-0.54,3.74
5.830,0.01,5.83,3.21,-1.84,-0.56,3.75
5.840,0.01,5.84,3.30,-1.93,-0.51,3.86
5.850,0.01,5.85,3.62,-2.21,-0.39,4.25
5.860,0.01,5.86,4.08,-2.52,-0.23,4.80
5.870,0.01,5.87,4.50,-2.84,-0.12,5.32
5.880,0.01,5.88,4.92,-3.20,-0.11,5.87
5.890,0.01,5.89,5.41,-3.66,-0.16,6.53
5.900,0.01,5.90,5.93,-4.16,-0.14,7.25
5.910,0.01,5.91,6.51,-4.73,-0.08,8.05
5.920,0.01,5.92,7.11,-5.28,-0.05,8.85
5.930,0.01,5.93,7.79,-5.78,-0.03,9.70
5.940,0.01,5.94,8.50,-6.30,-0.03,10.60
5.950,0.01,5.95,9.14,-6.76,-0.06,11.40
5.960,0.01,5.96,9.76,-7.10,-0.06,12.10
5.970,0.01,5.97,10.30,-7.42,-0.13,12.70
5.980,0.01,5.98,10.90,-7.75,-0.16,13.40
5.990,0.01,5.99,11.40,-7.98,-0.21,13.90
6.000,0.01,6.00,11.60,-8.09,-0.27,14.10
6.010,0.01,6.01,11.80,-8.19,-0.52,14.40
6.020,0.01,6.02,12.00,-8.30,-0.64,14.60
6.030,0.01,6.03,11.80,-8.22,-0.63,14.40
6.040,0.01,6.04,11.80,-8.06,-0.58,14.30
6.050,0.01,6.05,11.80,-8.11,-0.61,14.30
6.060,0.01,6.06,11.80,-8.01,-0.62,14.30
6.070,0.01,6.07,11.60,-7.33,-0.60,13.80
6.080,0.01,6.08,11.60,-6.80,-0.58,13.50
6.090,0.01,6.09,11.90,-6.57,-0.62,13.60
6.100,0.01,6.10,12.30,-6.56,-1.05,14.00
6.110,0.01,6.11,12.50,-6.56,-1.89,14.30
6.120,0.01,6.12,12.70,-6.70,-2.70,14.60
6.130,0.01,6.13,12.80,-7.39,-2.80,15.00
6.140,0.01,6.14,12.40,-7.01,-3.25,14.70
6.150,0.01,6.15,12.30,-6.54,-4.09,14.50
6.160,0.01,6.16,12.00,-6.11,-4.35,14.20
6.170,0.01,6.17,11.60,-5.72,-4.42,13.70
6.180,0.01,6.18,11.10,-5.08,-4.11,12.90
6.190,0.01,6.19,10.50,-4.10,-3.51,11.80
6.200,0.01,6.20,10.20,-3.55,-2.96,11.20
6.210,0.01,6.21,9.92,-2.87,-2.54,10.60
6.220,0.01,6.22,9.58,-1.42,-2.39,9.98
6.230,0.01,6.23,9.12,-0.87,-2.18,9.42
6.240,0.01,6.24,8.65,-0.65,-1.95,8.89
6.250,0.01,6.25,8.08,-0.35,-1.75,8.27
6.260,0.01,6.26,7.56,0.06,-1.38,7.69
6.270,0.01,6.27,7.12,0.54,-0.99,7.21
6.280,0.01,6.28,6.72,0.91,-0.67,6.81
6.290,0.01,6.29,6.42,1.04,-0.32,6.51
6.300,0.01,6.30,6.26,1.22,0.05,6.38
6.310,0.01,6.31,6.15,1.36,0.41,6.31
6.320,0.01,6.32,6.06,1.42,0.75,6.27
6.330,0.01,6.33,5.93,1.55,0.92,6.20
6.340,0.01,6.34,5.76,1.63,1.04,6.07
6.350,0.01,6.35,5.63,1.59,1.04,5.94
6.360,0.01,6.36,5.57,1.46,1.05,5.85
6.370,0.01,6.37,5.68,1.27,1.30,5.96
6.380,0.01,6.38,5.87,1.16,1.80,6.25
6.390,0.01,6.39,6.32,1.15,1.63,6.62
6.400,0.01,6.40,6.70,1.00,1.70,6.99
6.410,0.01,6.41,7.35,0.42,1.95,7.62
6.420,0.01,6.42,8.02,-0.21,1.87,8.24
6.430,0.01,6.43,8.50,-0.81,1.75,8.71
6.440,0.01,6.44,8.89,-1.24,1.76,9.14
6.450,0.01,6.45,9.22,-1.51,1.75,9.51
6.460,0.01,6.46,9.36,-1.81,1.62,9.67
6.470,0.01,6.47,9.42,-2.01,1.84,9.80
6.480,0.01,6.48,9.42,-1.99,2.08,9.85
6.490,0.01,6.49,9.40,-2.15,2.33,9.92
6.500,0.01,6.50,9.62,-2.40,2.61,10.30
6.510,0.01,6.51,9.81,-2.61,2.75,10.50
6.520,0.01,6.52,9.89,-2.71,2.78,10.60
6.530,0.01,6.53,9.72,-2.61,3.14,10.50
6.540,0.01,6.54,9.35,-2.07,3.24,10.10
6.550,0.01,6.55,8.83,-1.35,3.09,9.46
6.560,0.01,6.56,8.25,-0.77,2.78,8.74
6.570,0.01,6.57,7.66,-0.22,2.40,8.03
6.580,0.01,6.58,7.05,0.04,2.16,7.38
6.590,0.01,6.59,6.51,0.03,1.95,6.79
6.600,0.01,6.60,5.95,0.07,1.74,6.20
6.610,0.01,6.61,5.49,0.08,1.69,5.75
6.620,0.01,6.62,5.40,-0.38,2.01,5.78
6.630,0.01,6.63,6.08,-1.97,2.42,6.83
6.640,0.01,6.64,7.43,-4.08,2.72,8.90
6.650,0.01,6.65,8.69,-5.23,3.31,10.70
6.660,0.01,6.66,9.73,-5.39,4.16,11.90
6.670,0.01,6.67,11.10,-5.32,4.98,13.30
6.680,0.01,6.68,12.80,-6.08,5.16,15.10
6.690,0.01,6.69,14.40,-7.48,4.33,16.80
6.700,0.01,6.70,15.50,-8.59,2.97,18.00
6.710,0.01,6.71,15.90,-8.97,1.36,18.30
6.720,0.01,6.72,15.40,-8.24,0.44,17.50
6.730,0.01,6.73,14.30,-6.79,0.34,15.90
6.740,0.01,6.74,13.20,-5.61,0.66,14.30
6.750,0.01,6.75,12.20,-4.62,1.29,13.10
6.760,0.01,6.76,11.60,-3.98,1.88,12.40
6.770,0.01,6.77,11.30,-3.71,2.07,12.10
6.780,0.01,6.78,11.20,-3.78,1.87,12.00
6.780,0,6.78,11.10,-3.85,1.42,11.80
6.790,0.01,6.79,10.60,-3.57,0.80,11.20
6.800,0.01,6.80,10.10,-3.51,-0.27,10.70
6.810,0.01,6.81,9.46,-2.78,-1.46,9.97
6.820,0.01,6.82,8.50,-2.04,-2.12,8.99
6.830,0.01,6.83,7.63,-1.53,-2.73,8.24
6.840,0.01,6.84,6.85,-1.07,-3.13,7.61
6.850,0.01,6.85,6.23,-0.76,-3.16,7.03
6.860,0.01,6.86,5.94,-0.60,-2.92,6.64
6.870,0.01,6.87,5.88,-0.58,-2.45,6.40
6.880,0.01,6.88,6.12,-0.70,-1.97,6.47
6.890,0.01,6.89,6.65,-0.99,-1.40,6.87
6.900,0.01,6.90,7.20,-1.33,-0.95,7.38
6.910,0.01,6.91,7.73,-1.63,-0.55,7.92
6.920,0.01,6.92,8.35,-2.07,0.03,8.60
6.930,0.01,6.93,8.57,-2.26,0.05,8.86
6.940,0.01,6.94,8.56,-2.00,0.03,8.79
6.950,0.01,6.95,8.59,-2.21,0.58,8.89
6.960,0.01,6.96,8.86,-2.46,0.76,9.23
6.970,0.01,6.97,9.16,-2.73,0.81,9.60
6.980,0.01,6.98,9.70,-3.20,1.05,10.30
6.990,0.01,6.99,10.30,-3.65,1.21,11.00
7.000,0.01,7.00,10.80,-3.99,1.30,11.60
7.010,0.01,7.01,11.30,-4.15,1.35,12.10
7.020,0.01,7.02,11.50,-4.28,1.40,12.40
7.030,0.01,7.03,11.60,-4.31,1.40,12.50
7.040,0.01,7.04,11.70,-4.50,1.09,12.60
7.050,0.01,7.05,11.70,-4.78,1.00,12.70
7.060,0.01,7.06,11.60,-4.99,0.80,12.70
7.070,0.01,7.07,11.30,-4.88,0.70,12.40
7.080,0.01,7.08,11.00,-4.78,0.70,12.00
7.090,0.01,7.09,10.80,-4.71,0.89,11.80
7.100,0.01,7.10,10.70,-4.71,1.08,11.70
7.110,0.01,7.11,10.80,-4.99,1.33,12.00
7.120,0.01,7.12,11.20,-5.46,1.42,12.50
7.130,0.01,7.13,11.50,-6.12,1.28,13.10
7.140,0.01,7.14,12.00,-7.13,0.93,14.00
7.150,0.01,7.15,12.20,-7.69,0.57,14.50
7.160,0.01,7.16,12.10,-7.83,0.21,14.40
7.170,0.01,7.17,11.70,-7.51,0.00,13.90
7.180,0.01,7.18,11.10,-6.84,-0.25,13.00
7.190,0.01,7.19,10.40,-6.24,-0.50,12.10
7.200,0.01,7.20,9.71,-5.66,-0.63,11.30
7.210,0.01,7.21,8.96,-5.18,-0.70,10.40
7.220,0.01,7.22,8.11,-4.76,-0.64,9.43
7.230,0.01,7.23,7.28,-4.23,-0.42,8.43
7.240,0.01,7.24,6.47,-3.65,-0.12,7.43
7.250,0.01,7.25,5.76,-3.21,0.08,6.59
7.260,0.01,7.26,5.13,-2.76,0.17,5.83
7.270,0.01,7.27,4.56,-2.31,0.25,5.12
7.280,0.01,7.28,4.11,-1.96,0.26,4.56
7.290,0.01,7.29,3.76,-1.66,0.19,4.11
7.300,0.01,7.30,3.46,-1.40,0.15,3.74
7.310,0.01,7.31,3.27,-1.12,0.10,3.46
7.320,0.01,7.32,3.28,-0.84,-0.02,3.39
7.330,0.01,7.33,3.41,-0.60,-0.19,3.47
7.340,0.01,7.34,3.64,-0.37,-0.42,3.69
7.350,0.01,7.35,4.02,-0.24,-0.59,4.07
7.360,0.01,7.36,4.45,-0.13,-0.67,4.50
7.370,0.01,7.37,4.99,-0.03,-0.79,5.06
7.380,0.01,7.38,5.72,0.05,-0.80,5.78
7.390,0.01,7.39,6.59,0.05,-0.76,6.63
7.400,0.01,7.40,7.46,0.10,-0.79,7.50
7.410,0.01,7.41,8.34,0.21,-0.78,8.38
7.420,0.01,7.42,9.30,0.03,-0.59,9.32
7.430,0.01,7.43,10.20,-0.56,-0.71,10.20
7.440,0.01,7.44,11.00,-1.41,-0.91,11.10
7.450,0.01,7.45,11.70,-2.39,-0.87,12.00
7.460,0.01,7.46,12.10,-3.36,-0.63,12.60
7.470,0.01,7.47,12.20,-3.90,-0.16,12.90
7.480,0.01,7.48,12.30,-4.28,0.30,13.10
7.490,0.01,7.49,12.60,-4.73,0.75,13.50
7.500,0.01,7.50,13.30,-5.18,1.05,14.30
7.510,0.01,7.51,13.90,-5.82,1.06,15.10
7.520,0.01,7.52,14.40,-6.33,0.66,15.70
7.530,0.01,7.53,14.40,-6.37,0.05,15.70
7.540,0.01,7.54,13.90,-6.07,-0.18,15.20
7.550,0.01,7.55,13.10,-5.61,0.02,14.30
7.560,0.01,7.56,12.30,-5.13,0.06,13.30
7.570,0.01,7.57,11.30,-4.49,0.02,12.10
7.580,0.01,7.58,10.60,-3.94,0.15,11.30
7.590,0.01,7.59,10.20,-3.80,0.42,10.80
7.600,0.01,7.60,10.00,-3.92,0.59,10.80
7.610,0.01,7.61,10.10,-4.16,0.81,10.90
7.620,0.01,7.62,10.30,-4.54,1.01,11.30
7.630,0.01,7.63,10.60,-4.95,1.34,11.70
7.640,0.01,7.64,11.00,-5.46,1.41,12.40
7.650,0.01,7.65,11.50,-5.95,1.01,13.00
7.660,0.01,7.66,11.80,-6.27,0.48,13.40
7.670,0.01,7.67,12.10,-6.48,0.03,13.70
7.680,0.01,7.68,12.30,-6.62,-0.41,14.00
7.690,0.01,7.69,12.40,-6.70,-0.79,14.10
7.700,0.01,7.70,12.30,-6.61,-0.90,14.00
7.710,0.01,7.71,12.10,-6.50,-1.15,13.80
7.720,0.01,7.72,11.70,-6.14,-1.20,13.30
7.730,0.01,7.73,11.20,-5.72,-1.20,12.60
7.740,0.01,7.74,10.70,-5.29,-1.14,12.00
7.750,0.01,7.75,10.10,-4.95,-1.03,11.30
7.760,0.01,7.76,9.43,-4.60,-0.89,10.50
7.770,0.01,7.77,8.71,-4.18,-0.86,9.70
7.780,0.01,7.78,7.99,-3.76,-0.91,8.88
7.790,0.01,7.79,7.31,-3.43,-0.96,8.13
7.800,0.01,7.80,6.70,-3.12,-1.06,7.47
7.810,0.01,7.81,6.13,-2.81,-1.19,6.84
7.820,0.01,7.82,5.61,-2.51,-1.23,6.27
7.830,0.01,7.83,5.24,-2.21,-1.39,5.86
7.840,0.01,7.84,4.84,-2.01,-1.61,5.49
7.850,0.01,7.85,4.49,-1.80,-1.76,5.14
7.860,0.01,7.86,4.17,-1.56,-1.84,4.82
7.870,0.01,7.87,3.89,-1.37,-1.86,4.53
7.880,0.01,7.88,3.69,-1.28,-1.86,4.33
7.890,0.01,7.89,3.59,-1.28,-1.81,4.22
7.900,0.01,7.90,3.53,-1.30,-1.75,4.16
7.910,0.01,7.91,3.58,-1.34,-1.54,4.13
7.920,0.01,7.92,3.77,-1.52,-1.32,4.27
7.930,0.01,7.93,4.27,-1.86,-1.28,4.83
7.940,0.01,7.94,4.88,-2.45,-1.32,5.62
7.950,0.01,7.95,5.45,-3.10,-1.31,6.41
7.960,0.01,7.96,6.02,-3.75,-1.29,7.21
7.970,0.01,7.97,6.66,-4.53,-1.14,8.13
7.980,0.01,7.98,7.37,-5.47,-0.96,9.23
7.990,0.01,7.99,8.21,-6.56,-0.89,10.50
8.000,0.01,8.00,9.18,-7.68,-0.76,12.00
8.010,0.01,8.01,10.10,-8.72,-0.70,13.40
8.020,0.01,8.02,10.70,-9.41,-0.44,14.30
8.030,0.01,8.03,11.10,-9.89,-0.47,14.90
8.040,0.01,8.04,11.60,-10.50,-0.61,15.70
8.050,0.01,8.05,12.00,-11.00,-0.35,16.30
8.060,0.01,8.06,12.00,-11.10,-0.24,16.40
8.070,0.01,8.07,11.80,-10.90,-0.31,16.00
8.080,0.01,8.08,11.40,-10.60,-0.28,15.50
8.090,0.01,8.09,10.80,-10.00,-0.18,14.70
8.100,0.01,8.10,9.97,-9.07,-0.11,13.50
8.110,0.01,8.11,9.38,-8.31,-0.09,12.50
8.120,0.01,8.12,9.12,-7.96,-0.06,12.10
8.130,0.01,8.13,8.89,-7.46,-0.17,11.60
8.140,0.01,8.14,8.68,-6.83,-0.28,11.00
8.150,0.01,8.15,8.65,-6.40,-0.28,10.80
8.160,0.01,8.16,8.92,-6.33,-0.55,11.00
8.170,0.01,8.17,9.25,-6.47,-1.20,11.40
8.180,0.01,8.18,9.38,-6.50,-1.77,11.60
8.190,0.01,8.19,9.26,-6.34,-2.14,11.40
8.200,0.01,8.20,9.07,-6.24,-2.38,11.30
8.210,0.01,8.21,8.89,-6.28,-2.51,11.20
8.220,0.01,8.22,8.69,-6.26,-2.49,11.00
8.230,0.01,8.23,8.37,-6.12,-2.39,10.60
8.240,0.01,8.24,7.97,-5.78,-2.10,10.10
8.250,0.01,8.25,7.59,-5.35,-1.73,9.44
8.260,0.01,8.26,7.29,-4.96,-1.36,8.92
8.270,0.01,8.27,7.08,-4.59,-1.04,8.50
8.280,0.01,8.28,6.82,-4.17,-0.85,8.04
8.280,0,8.28,6.50,-3.71,-0.70,7.52
8.290,0.01,8.29,6.17,-3.31,-0.63,7.03
8.300,0.01,8.30,5.90,-2.97,-0.68,6.64
8.310,0.01,8.31,5.63,-2.64,-0.74,6.26
8.320,0.01,8.32,5.40,-2.34,-0.77,5.94
8.330,0.01,8.33,5.26,-2.17,-0.85,5.75
8.340,0.01,8.34,5.18,-2.01,-1.01,5.65
8.350,0.01,8.35,5.17,-1.82,-1.20,5.61
8.360,0.01,8.36,5.16,-1.72,-1.36,5.60
8.370,0.01,8.37,5.20,-1.63,-1.52,5.66
8.380,0.01,8.38,5.26,-1.50,-1.66,5.71
8.390,0.01,8.39,5.38,-1.43,-1.80,5.85
8.400,0.01,8.40,5.53,-1.39,-1.94,6.02
8.410,0.01,8.41,5.66,-1.38,-2.04,6.17
8.420,0.01,8.42,5.88,-1.54,-2.12,6.44
8.430,0.01,8.43,6.21,-1.86,-2.24,6.86
8.440,0.01,8.44,6.66,-2.33,-2.30,7.42
8.450,0.01,8.45,7.16,-2.89,-2.26,8.05
8.460,0.01,8.46,7.69,-3.51,-2.30,8.76
8.470,0.01,8.47,8.31,-4.21,-2.30,9.60
8.480,0.01,8.48,8.96,-4.95,-2.30,10.50
8.490,0.01,8.49,9.62,-5.65,-2.28,11.40
8.500,0.01,8.50,10.30,-6.30,-2.19,12.20
8.510,0.01,8.51,10.80,-6.92,-1.90,13.00
8.520,0.01,8.52,11.40,-7.51,-1.88,13.70
8.530,0.01,8.53,11.90,-7.95,-2.01,14.40
8.540,0.01,8.54,12.10,-8.06,-1.86,14.70
8.550,0.01,8.55,12.30,-7.94,-1.69,14.70
8.560,0.01,8.56,12.50,-7.86,-1.72,14.80
8.570,0.01,8.57,12.60,-7.79,-1.90,14.90
8.580,0.01,8.58,12.40,-7.41,-1.89,14.50
8.590,0.01,8.59,12.00,-6.85,-1.93,13.90
8.600,0.01,8.60,11.50,-6.11,-1.83,13.10
8.610,0.01,8.61,11.20,-5.77,-1.53,12.70
8.620,0.01,8.62,11.50,-6.31,-1.32,13.20
8.630,0.01,8.63,11.80,-6.96,-1.20,13.70
8.640,0.01,8.64,11.80,-7.04,-0.63,13.80
8.650,0.01,8.65,12.10,-7.11,-0.08,14.00
8.660,0.01,8.66,12.40,-7.36,0.09,14.50
8.670,0.01,8.67,12.80,-7.51,-0.19,14.90
8.680,0.01,8.68,13.00,-7.46,-0.64,15.00
8.690,0.01,8.69,13.00,-7.12,-0.99,14.90
8.700,0.01,8.70,13.10,-6.96,-1.40,14.90
8.710,0.01,8.71,13.10,-6.98,-1.50,14.90
8.720,0.01,8.72,13.10,-7.18,-1.94,15.10
8.730,0.01,8.73,13.00,-7.38,-2.05,15.10
8.740,0.01,8.74,12.60,-7.32,-1.96,14.70
8.750,0.01,8.75,12.00,-7.00,-1.91,14.00
8.760,0.01,8.76,11.20,-6.56,-1.75,13.10
8.770,0.01,8.77,10.30,-6.07,-1.49,12.00
8.780,0.01,8.78,9.46,-5.54,-1.19,11.00
8.790,0.01,8.79,8.70,-4.99,-1.07,10.10
8.800,0.01,8.80,8.09,-4.46,-1.07,9.30
8.810,0.01,8.81,7.50,-4.00,-1.01,8.56
8.820,0.01,8.82,6.88,-3.53,-0.95,7.80
8.830,0.01,8.83,6.25,-3.01,-0.88,7.00
8.840,0.01,8.84,5.66,-2.54,-0.50,6.22
8.850,0.01,8.85,5.27,-2.22,0.22,5.72
8.860,0.01,8.86,5.15,-2.16,0.94,5.66
8.870,0.01,8.87,5.30,-2.31,1.75,6.04
8.880,0.01,8.88,5.43,-2.20,2.36,6.32
8.890,0.01,8.89,5.59,-1.88,2.51,6.41
8.900,0.01,8.90,5.84,-1.64,2.19,6.45
8.910,0.01,8.91,6.07,-1.24,1.69,6.42
8.920,0.01,8.92,6.48,-0.58,1.24,6.63
8.930,0.01,8.93,7.23,-0.10,0.88,7.28
8.940,0.01,8.94,8.45,-0.19,0.61,8.47
8.950,0.01,8.95,9.75,-0.53,0.52,9.78
8.960,0.01,8.96,10.90,-0.77,0.11,11.00
8.970,0.01,8.97,11.90,-1.06,0.05,12.00
8.980,0.01,8.98,12.60,-1.38,0.74,12.70
8.990,0.01,8.99,13.20,-1.69,1.23,13.40
9.000,0.01,9.00,13.80,-1.97,1.61,14.10
9.010,0.01,9.01,14.40,-2.34,1.81,14.70
9.020,0.01,9.02,14.70,-2.82,2.15,15.10
9.030,0.01,9.03,14.80,-3.23,2.73,15.40
9.040,0.01,9.04,15.00,-3.46,3.15,15.70
9.050,0.01,9.05,15.20,-3.64,3.53,16.00
9.060,0.01,9.06,15.50,-3.69,3.89,16.40
9.070,0.01,9.07,15.60,-3.45,3.96,16.50
9.080,0.01,9.08,15.40,-3.26,4.10,16.30
9.090,0.01,9.09,15.00,-3.14,4.26,15.90
9.100,0.01,9.10,14.30,-2.94,4.18,15.20
9.110,0.01,9.11,13.50,-2.48,4.59,14.50
9.120,0.01,9.12,12.50,-2.04,5.20,13.70
9.130,0.01,9.13,11.20,-1.81,5.28,12.50
9.140,0.01,9.14,10.90,-1.44,5.68,12.30
9.150,0.01,9.15,10.70,-1.09,6.26,12.40
9.160,0.01,9.16,9.86,-1.05,5.81,11.50
9.170,0.01,9.17,9.12,-0.97,5.26,10.60
9.180,0.01,9.18,8.50,-0.72,5.52,10.20
9.190,0.01,9.19,8.11,-0.74,5.55,9.86
9.200,0.01,9.20,7.87,-0.96,5.40,9.59
9.210,0.01,9.21,7.52,-0.90,4.98,9.06
9.220,0.01,9.22,6.96,-1.08,4.69,8.46
9.230,0.01,9.23,6.40,-0.88,4.80,8.05
9.240,0.01,9.24,5.79,-0.51,4.75,7.50
9.250,0.01,9.25,5.08,-0.15,4.53,6.81
9.260,0.01,9.26,4.37,0.19,4.41,6.21
9.270,0.01,9.27,3.81,0.53,4.21,5.71
9.280,0.01,9.28,3.24,0.77,3.78,5.03
9.290,0.01,9.29,2.96,0.94,3.28,4.52
9.300,0.01,9.30,2.99,1.44,4.14,5.31
9.310,0.01,9.31,2.57,1.79,4.11,5.17
9.320,0.01,9.32,2.36,1.85,3.80,4.84
9.330,0.01,9.33,2.36,2.05,4.18,5.22
9.340,0.01,9.34,2.22,2.41,4.25,5.37
9.350,0.01,9.35,1.91,2.73,4.04,5.23
9.360,0.01,9.36,1.72,2.99,3.91,5.22
9.370,0.01,9.37,1.64,3.20,3.67,5.14
9.380,0.01,9.38,1.64,3.37,3.56,5.17
9.390,0.01,9.39,1.63,3.51,3.70,5.35
9.400,0.01,9.40,1.64,3.70,3.77,5.53
9.410,0.01,9.41,1.63,3.86,4.13,5.88
9.420,0.01,9.42,1.60,4.08,4.52,6.29
9.430,0.01,9.43,1.45,4.41,4.70,6.60
9.440,0.01,9.44,1.35,4.36,4.89,6.69
9.450,0.01,9.45,1.31,4.28,5.21,6.87
9.460,0.01,9.46,1.33,4.32,5.45,7.09
9.470,0.01,9.47,1.26,4.36,5.83,7.38
9.480,0.01,9.48,1.16,4.56,5.84,7.50
9.490,0.01,9.49,1.05,4.60,6.06,7.68
9.500,0.01,9.50,0.83,4.64,6.50,8.03
