Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
230.06,8.091,-0.444,7.259,10.879,Walking
230.07,7.711,-0.237,7.379,10.676,Walking
230.08,7.392,-0.073,7.446,10.492,Walking
230.09,7.124,0.029,7.438,10.299,Walking
230.1,6.842,0.119,7.439,10.108,Walking
230.11,6.58,0.234,7.496,9.977,Walking
230.12,6.456,0.406,7.594,9.975,Walking
230.13,6.413,0.52,7.677,10.017,Walking
230.14,6.452,0.53,7.687,10.05,Walking
230.15,6.53,0.542,7.691,10.104,Walking
230.16,6.585,0.599,7.663,10.122,Walking
230.17,6.72,0.704,7.634,10.195,Walking
230.18,7.002,0.668,7.482,10.269,Walking
230.19,7.338,0.502,7.141,10.251,Walking
230.2,7.542,0.442,6.888,10.224,Walking
230.21,7.658,0.476,6.687,10.178,Walking
230.22,7.813,0.489,6.473,10.158,Walking
230.23,8.023,0.475,6.272,10.194,Walking
230.24,8.249,0.495,6.112,10.278,Walking
230.25,8.42,0.537,5.946,10.322,Walking
230.26,8.509,0.584,5.711,10.265,Walking
230.27,8.53,0.653,5.418,10.126,Walking
230.28,8.532,0.73,5.148,9.992,Walking
230.29,8.585,0.805,4.941,9.938,Walking
230.3,8.69,0.855,4.783,9.956,Walking
230.31,8.751,0.85,4.634,9.939,Walking
230.32,8.759,0.851,4.497,9.883,Walking
230.33,8.704,0.859,4.41,9.795,Walking
230.34,8.61,0.878,4.371,9.696,Walking
230.35,8.445,0.96,4.492,9.614,Walking
230.36,8.147,1.018,4.715,9.467,Walking
230.37,7.766,0.997,4.921,9.248,Walking
230.38,7.254,0.939,5.142,8.941,Walking
230.39,6.636,0.928,5.52,8.681,Walking
230.4,5.988,0.953,5.935,8.485,Walking
230.41,5.4,0.941,6.188,8.267,Walking
230.42,4.79,0.848,6.197,7.878,Walking
230.43,4.25,0.76,6.314,7.649,Walking
230.44,3.967,0.746,6.764,7.877,Walking
230.45,4.079,0.675,7.461,8.53,Walking
230.46,4.687,0.371,8.003,9.282,Walking
230.47,5.41,-0.052,8.489,10.066,Walking
230.48,6.178,-0.277,9.033,10.947,Walking
230.49,6.947,-0.368,9.552,11.817,Walking
230.5,7.356,-0.459,9.78,12.246,Walking
230.51,7.577,-0.538,9.727,12.342,Walking
230.52,7.804,-0.414,9.737,12.485,Walking
230.53,7.901,-0.182,9.726,12.532,Walking
230.54,7.984,-0.016,9.507,12.415,Walking
230.55,8.091,0.093,9.095,12.173,Walking
230.56,8.181,0.187,8.615,11.882,Walking
230.57,8.197,0.272,8.174,11.579,Walking
230.58,8.179,0.317,7.719,11.251,Walking
230.59,8.067,0.425,7.323,10.903,Walking
230.6,7.88,0.63,6.912,10.501,Walking
230.61,7.556,0.936,6.568,10.055,Walking
230.62,7.178,1.208,6.238,9.587,Walking
230.63,6.863,1.403,5.939,9.183,Walking
230.64,6.654,1.546,5.667,8.876,Walking
230.65,6.508,1.607,5.409,8.613,Walking
230.66,6.345,1.64,5.276,8.413,Walking
230.67,6.233,1.659,5.178,8.272,Walking
230.68,6.189,1.649,5.133,8.208,Walking
230.69,6.187,1.567,5.156,8.205,Walking
230.7,6.241,1.474,5.301,8.32,Walking
230.71,6.314,1.412,5.527,8.509,Walking
230.72,6.436,1.362,5.765,8.747,Walking
230.73,6.61,1.3,5.958,8.993,Walking
230.74,6.787,1.178,6.107,9.206,Walking
230.75,6.971,1.06,6.236,9.413,Walking
230.76,7.213,0.986,6.389,9.686,Walking
230.77,7.535,0.916,6.514,10.002,Walking
230.78,7.776,0.832,6.508,10.174,Walking
230.79,7.876,0.772,6.414,10.187,Walking
230.8,8.001,0.784,6.284,10.204,Walking
230.81,8.171,0.775,6.199,10.285,Walking
230.82,8.324,0.741,6.077,10.333,Walking
230.83,8.438,0.711,5.924,10.334,Walking
230.84,8.578,0.658,5.733,10.338,Walking
230.85,8.695,0.59,5.525,10.319,Walking
230.86,8.767,0.521,5.369,10.294,Walking
230.87,8.884,0.458,5.277,10.344,Walking
230.88,9.081,0.393,5.212,10.478,Walking
230.89,9.354,0.283,5.151,10.682,Walking
230.9,9.588,0.14,5.064,10.844,Walking
230.91,9.817,0.014,4.914,10.978,Walking
230.92,10.055,-0.104,4.772,11.13,Walking
230.93,10.216,-0.214,4.744,11.265,Walking
230.94,10.381,-0.237,4.779,11.431,Walking
230.95,10.585,-0.076,4.934,11.678,Walking
230.96,10.668,0.22,5.286,11.908,Walking
230.97,10.863,0.549,5.692,12.276,Walking
230.98,11.107,0.544,5.624,12.462,Walking
230.99,11.052,0.416,5.422,12.317,Walking
231,11.115,0.269,5.479,12.395,Walking
231.01,11.208,0.156,5.629,12.543,Walking
231.02,11.191,0.061,5.651,12.537,Walking
231.03,10.899,0.001,5.823,12.357,Walking
231.04,10.371,-0.025,6.124,12.044,Walking
231.05,9.76,-0.139,6.361,11.651,Walking
231.06,9.268,-0.226,6.519,11.334,Walking
231.07,8.918,-0.293,6.393,10.976,Walking
231.08,8.469,-0.409,5.991,10.382,Walking
231.09,7.954,-0.517,5.515,9.693,Walking
231.1,7.466,-0.611,5.153,9.092,Walking
231.11,7.064,-0.657,4.979,8.668,Walking
231.12,6.7,-0.589,5.093,8.437,Walking
231.13,6.443,-0.38,5.288,8.344,Walking
231.14,6.355,-0.215,5.278,8.264,Walking
231.15,6.267,-0.177,5.154,8.116,Walking
231.16,6.225,-0.179,5.007,7.991,Walking
231.17,6.184,-0.214,4.946,7.922,Walking
231.18,6.087,-0.225,4.939,7.842,Walking
231.19,5.95,-0.181,4.909,7.716,Walking
231.2,5.87,-0.106,4.779,7.57,Walking
231.21,5.96,-0.009,4.595,7.526,Walking
231.22,5.951,0.024,4.394,7.397,Walking
231.23,5.809,0.006,4.194,7.165,Walking
231.24,5.622,0.017,4.1,6.959,Walking
231.25,5.452,0.114,4.141,6.848,Walking
231.26,5.359,0.162,4.334,6.894,Walking
231.27,5.341,0.286,4.609,7.06,Walking
231.28,5.463,0.53,4.956,7.395,Walking
231.29,5.643,0.716,5.12,7.653,Walking
231.3,5.81,0.855,5.285,7.901,Walking
231.31,5.922,0.976,5.405,8.077,Walking
231.32,6.055,1.132,5.561,8.298,Walking
231.33,6.102,1.242,5.765,8.486,Walking
231.34,6.147,1.427,5.962,8.681,Walking
231.35,6.279,1.685,6.143,8.944,Walking
231.36,6.413,1.913,6.31,9.198,Walking
231.37,6.586,2.069,6.631,9.572,Walking
231.38,6.824,2.204,7.036,10.047,Walking
231.39,7.081,2.339,7.374,10.487,Walking
231.4,7.286,2.391,7.519,10.739,Walking
231.41,7.494,2.314,7.385,10.773,Walking
231.42,7.733,2.307,7.202,10.816,Walking
231.43,7.984,2.206,7.2,10.975,Walking
231.44,8.41,1.85,7.353,11.323,Walking
231.45,8.97,1.515,7.552,11.824,Walking
231.46,9.497,1.453,7.778,12.361,Walking
231.47,9.98,1.596,8.043,12.917,Walking
231.48,10.339,1.726,8.302,13.371,Walking
231.49,10.773,1.779,8.287,13.708,Walking
231.5,11.127,1.754,8.071,13.858,Walking
231.51,11.338,1.711,7.837,13.888,Walking
231.52,11.553,1.638,7.732,13.998,Walking
231.53,11.764,1.536,7.682,14.134,Walking
231.54,11.923,1.418,7.516,14.165,Walking
231.55,11.916,1.323,7.219,13.994,Walking
231.56,11.812,1.314,6.863,13.724,Walking
231.57,11.519,1.397,6.709,13.403,Walking
231.58,10.98,1.626,6.788,13.01,Walking
231.59,10.43,1.898,6.647,12.512,Walking
231.6,10.016,2.065,6.335,12.03,Walking
231.61,9.711,2.157,6.065,11.651,Walking
231.62,9.565,2.138,5.854,11.416,Walking
231.63,9.62,1.99,5.623,11.319,Walking
231.64,9.724,1.749,5.48,11.298,Walking
231.65,9.702,1.512,5.534,11.271,Walking
231.66,9.664,1.32,5.683,11.288,Walking
231.67,9.587,1.188,5.686,11.209,Walking
231.68,9.632,1.026,5.362,11.071,Walking
231.69,9.892,0.822,4.793,11.023,Walking
231.7,10.164,0.654,4.232,11.029,Walking
231.71,10.358,0.556,3.904,11.083,Walking
231.72,10.341,0.481,3.632,10.971,Walking
231.73,10.158,0.414,3.376,10.712,Walking
231.74,9.885,0.362,3.209,10.399,Walking
231.75,9.648,0.291,3.123,10.145,Walking
231.76,9.614,0.199,3.07,10.094,Walking
231.77,9.662,0.089,3.054,10.134,Walking
231.78,9.627,-0.03,3.046,10.098,Walking
231.79,9.595,-0.134,3.062,10.073,Walking
231.8,9.632,-0.206,3.032,10.1,Walking
231.81,9.686,-0.262,2.885,10.11,Walking
231.82,9.679,-0.385,2.776,10.076,Walking
231.83,9.52,-0.492,2.738,9.918,Walking
231.84,9.174,-0.581,2.619,9.558,Walking
231.85,8.808,-0.612,2.445,9.162,Walking
231.86,8.45,-0.645,2.33,8.789,Walking
231.87,8.113,-0.695,2.307,8.463,Walking
231.88,7.82,-0.759,2.24,8.17,Walking
231.89,7.651,-0.827,2.214,8.007,Walking
231.9,7.624,-0.82,2.213,7.981,Walking
231.91,7.646,-0.783,2.317,8.027,Walking
231.92,7.708,-0.719,2.472,8.127,Walking
231.93,7.813,-0.6,2.606,8.258,Walking
231.94,7.816,-0.483,2.681,8.277,Walking
231.95,7.851,-0.402,2.702,8.312,Walking
231.96,7.929,-0.378,2.713,8.389,Walking
231.97,7.977,-0.343,2.727,8.437,Walking
231.98,8.049,-0.258,2.806,8.528,Walking
231.99,8.199,-0.134,2.925,8.706,Walking
232,8.417,-0.019,3.143,8.985,Walking
232.01,8.636,0.188,3.391,9.28,Walking
232.02,8.862,0.452,3.583,9.57,Walking
232.03,9.188,0.66,3.524,9.863,Walking
232.04,9.557,0.73,3.408,10.172,Walking
232.05,9.627,0.671,3.518,10.272,Walking
232.06,9.49,0.6,3.835,10.253,Walking
232.07,9.401,0.493,4.267,10.336,Walking
232.08,9.428,0.508,4.458,10.441,Walking
232.09,9.685,0.758,4.253,10.605,Walking
232.1,9.858,0.803,4.091,10.704,Walking
232.11,9.801,0.913,4.427,10.793,Walking
232.12,9.751,1.114,4.655,10.862,Walking
232.13,9.668,1.257,4.854,10.891,Walking
232.14,9.526,1.43,4.956,10.833,Walking
232.15,9.469,1.708,4.911,10.802,Walking
232.16,9.489,1.941,4.893,10.852,Walking
232.17,9.729,2.208,4.873,11.103,Walking
232.18,10.116,2.382,4.825,11.458,Walking
232.19,10.25,2.284,5.03,11.644,Walking
232.2,10.054,1.901,5.394,11.567,Walking
232.21,9.724,1.538,5.742,11.397,Walking
232.22,9.118,1.162,5.929,10.938,Walking
232.23,8.319,0.694,6.048,10.308,Walking
232.24,7.869,0.669,5.886,9.849,Walking
232.25,7.597,0.852,5.746,9.563,Walking
232.26,7.4,0.997,5.552,9.305,Walking
232.27,7.028,1.083,5.694,9.11,Walking
232.28,6.517,1.01,6.141,9.011,Walking
232.29,6.388,1.233,6.317,9.068,Walking
232.3,6.521,1.553,6.426,9.286,Walking
232.31,6.663,1.78,6.317,9.353,Walking
232.32,6.786,1.98,6.285,9.459,Walking
232.33,6.935,2.157,6.27,9.595,Walking
232.34,7.055,2.393,6.362,9.797,Walking
232.35,7.149,2.657,6.465,9.998,Walking
232.36,7.215,2.94,6.596,10.209,Walking
232.37,7.301,3.277,6.721,10.451,Walking
232.38,7.468,3.646,6.854,10.772,Walking
232.39,7.582,4.01,6.927,11.025,Walking
232.4,7.565,4.405,7.018,11.22,Walking
232.41,7.461,4.799,7.276,11.474,Walking
232.42,7.345,5.177,7.681,11.821,Walking
232.43,7.302,5.467,8.109,12.205,Walking
232.44,7.402,5.654,8.449,12.576,Walking
232.45,7.601,5.692,8.716,12.89,Walking
232.46,7.771,5.608,9.014,13.157,Walking
232.47,7.877,5.378,9.389,13.383,Walking
232.48,8.064,4.949,9.672,13.53,Walking
232.49,8.37,4.467,9.992,13.778,Walking
232.5,8.749,4.143,10.418,14.221,Walking
232.51,9.134,3.862,10.737,14.616,Walking
232.52,9.342,3.494,10.933,14.799,Walking
232.53,9.278,3.056,11.13,14.808,Walking
232.54,8.998,2.629,11.385,14.747,Walking
232.55,8.581,2.261,11.908,14.85,Walking
232.56,8.107,1.822,12.376,14.906,Walking
232.57,7.75,1.175,12.421,14.687,Walking
232.58,7.592,0.518,12.048,14.25,Walking
232.59,7.888,-0.036,11.674,14.089,Walking
232.6,8.143,-0.517,11.686,14.253,Walking
232.61,8.302,-0.872,10.822,13.668,Walking
232.62,8.578,-0.968,10.209,13.369,Walking
232.63,8.274,-0.736,10.29,13.224,Walking
232.64,7.61,-0.293,10.577,13.034,Walking
232.65,7.197,0.058,10.236,12.513,Walking
232.66,6.842,0.138,9.76,11.921,Walking
232.67,6.592,0.061,9.478,11.546,Walking
232.68,6.461,-0.079,9.334,11.352,Walking
232.69,6.278,-0.208,9.248,11.18,Walking
232.7,6.005,-0.337,9.222,11.01,Walking
232.71,5.812,-0.275,9.115,10.814,Walking
232.72,5.713,-0.38,8.758,10.463,Walking
232.73,5.512,-0.491,8.455,10.105,Walking
232.74,5.358,-0.606,8.147,9.77,Walking
232.75,5.167,-0.595,8.001,9.544,Walking
232.76,5.024,-0.577,7.877,9.361,Walking
232.77,4.832,-0.606,7.683,9.096,Walking
232.78,4.718,-0.593,7.377,8.777,Walking
232.79,4.67,-0.643,7.18,8.589,Walking
232.8,4.549,-0.733,7.254,8.594,Walking
232.81,4.408,-0.612,7.559,8.771,Walking
232.82,4.401,-0.314,7.889,9.039,Walking
232.83,4.501,-0.062,8.07,9.24,Walking
232.84,4.48,0.122,8.05,9.214,Walking
232.85,4.463,0.244,7.876,9.056,Walking
232.86,4.294,0.352,7.784,8.896,Walking
232.87,3.871,0.407,7.894,8.801,Walking
232.88,3.572,0.406,8.064,8.829,Walking
232.89,3.523,0.365,8.274,9,Walking
232.9,3.379,0.873,8.012,8.74,Walking
232.91,4.594,2.026,6.774,8.432,Walking
232.92,4.61,2.083,7.356,8.927,Walking
232.93,4.097,1.69,8.667,9.735,Walking
232.94,3.873,1.415,9.516,10.371,Walking
232.95,3.528,1.048,9.561,10.245,Walking
232.96,2.889,1.025,9.205,9.702,Walking
232.97,2.185,1.52,8.96,9.347,Walking
232.98,1.484,2.031,8.745,9.099,Walking
232.99,0.944,2.454,8.344,8.748,Walking
233,0.517,2.716,8.46,8.9,Walking
233.01,0.273,2.79,8.756,9.194,Walking
233.02,0.03,2.802,9.058,9.481,Walking
233.03,-0.194,2.862,9.506,9.929,Walking
233.04,-0.209,2.919,9.721,10.152,Walking
233.05,0.013,2.793,9.485,9.888,Walking
233.06,0.329,2.588,9.241,9.603,Walking
233.07,1.071,2.544,9.129,9.537,Walking
233.08,1.663,2.694,9.503,10.016,Walking
233.09,1.38,2.544,9.383,9.819,Walking
233.1,1.173,2.207,8.635,8.989,Walking
233.11,1.515,2.053,7.97,8.368,Walking
233.12,2.26,2.03,7.593,8.178,Walking
233.13,3.133,2.247,7.941,8.828,Walking
233.14,3.811,2.431,8.778,9.873,Walking
233.15,4.057,2.5,9.518,10.644,Walking
233.16,3.985,2.433,9.826,10.879,Walking
233.17,4.135,2.37,10.176,11.237,Walking
233.18,4.316,2.209,9.958,11.075,Walking
233.19,4.164,2.067,9.427,10.511,Walking
233.2,3.82,1.976,8.865,9.853,Walking
233.21,3.599,1.939,8.22,9.181,Walking
233.22,3.511,1.906,7.464,8.466,Walking
233.23,3.333,1.888,6.896,7.889,Walking
233.24,3.287,1.941,6.596,7.62,Walking
233.25,3.207,2.058,6.411,7.458,Walking
233.26,3.158,2.089,6.418,7.451,Walking
233.27,3.032,2.112,6.324,7.324,Walking
233.28,2.88,2.189,6.263,7.232,Walking
233.29,2.655,2.27,6.278,7.184,Walking
233.3,2.406,2.69,6.124,7.108,Walking
233.31,2.654,4.31,4.937,7.071,Walking
233.32,2.806,8.082,3.714,9.327,Walking
233.33,1.253,13.273,6.291,14.741,Walking
233.34,-0.512,15.765,8.887,18.105,Walking
233.35,-0.832,15.639,8.843,17.985,Walking
233.36,-0.957,15.208,7.707,17.076,Walking
233.37,-1.563,14.137,7.459,16.06,Walking
233.38,-2.218,12.293,7.516,14.578,Walking
233.39,-2.736,10.198,7.219,12.791,Walking
233.4,-2.874,8.94,7.011,11.719,Walking
233.41,-2.611,8.421,7.236,11.406,Walking
233.42,-2.076,8.141,7.801,11.465,Walking
233.43,-1.546,7.882,8.592,11.762,Walking
233.44,-0.443,7.535,12.303,14.434,Walking
233.45,0.263,7.438,16.24,17.865,Walking
233.46,-0.052,7.016,11.73,13.669,Walking
233.47,-0.875,6.732,9.02,11.289,Walking
233.48,-1.12,6.911,9.225,11.581,Walking
233.49,-1.124,7.213,9.517,11.995,Walking
233.5,-0.949,6.971,9.371,11.718,Walking
233.51,-0.455,6.156,9.195,11.075,Walking
233.52,-0.554,6.263,10.028,11.836,Walking
233.53,-1.487,6.859,9.657,11.938,Walking
233.54,-2.147,6.565,8.471,10.93,Walking
233.55,-3.009,5.997,7.497,10.061,Walking
233.56,-3.595,5.484,6.419,9.176,Walking
233.57,-3.928,5.147,6.095,8.892,Walking
233.58,-4.095,5.028,5.331,8.394,Walking
233.59,-4.064,4.93,4.32,7.712,Walking
233.6,-3.682,4.682,3.803,7.067,Walking
233.61,-3.196,4.457,3.834,6.692,Walking
233.62,-3.082,4.419,3.923,6.665,Walking
233.63,-3.224,4.634,3.962,6.897,Walking
233.64,-3.359,4.842,4.083,7.169,Walking
233.65,-3.449,4.953,4.255,7.384,Walking
233.66,-3.632,5.008,4.317,7.544,Walking
233.67,-3.73,5.055,4.386,7.662,Walking
233.68,-3.813,5.185,4.452,7.826,Walking
233.69,-3.822,5.379,4.495,7.984,Walking
233.7,-3.816,5.644,4.549,8.192,Walking
233.71,-3.779,5.871,4.479,8.295,Walking
233.72,-3.653,5.971,4.373,8.254,Walking
233.73,-3.501,5.952,4.189,8.076,Walking
233.74,-3.499,5.956,4.074,8.02,Walking
233.75,-3.654,5.963,4.048,8.081,Walking
233.76,-3.821,5.908,4.114,8.151,Walking
233.77,-3.887,5.789,4.324,8.204,Walking
233.78,-3.947,5.79,4.709,8.443,Walking
233.79,-3.965,6.07,5.025,8.822,Walking
233.8,-3.674,6.429,5.26,9.083,Walking
233.81,-3.33,6.865,5.391,9.342,Walking
233.82,-3.125,7.327,5.556,9.711,Walking
233.83,-2.74,7.666,5.753,9.968,Walking
233.84,-2.146,7.798,6.189,10.185,Walking
233.85,-1.648,8.042,6.879,10.71,Walking
233.86,-1.084,8.366,7.47,11.269,Walking
233.87,-0.531,8.568,7.934,11.69,Walking
233.88,-0.019,8.749,8.283,12.049,Walking
233.89,0.241,8.968,8.506,12.362,Walking
233.9,0.367,9.052,8.603,12.494,Walking
233.91,0.532,8.725,8.352,12.09,Walking
233.92,0.673,8.138,8.109,11.508,Walking
233.93,0.747,8.061,8.319,11.608,Walking
233.94,0.787,8.137,8.671,11.917,Walking
233.95,0.675,8.066,8.873,12.01,Walking
233.96,0.449,7.788,8.815,11.771,Walking
233.97,0.193,7.58,8.803,11.619,Walking
233.98,0.043,7.499,8.937,11.667,Walking
233.99,0.018,7.178,9.159,11.636,Walking
234,-0.123,6.502,9.525,11.533,Walking
234.01,-0.565,5.739,10.112,11.641,Walking
234.02,-1.099,4.937,10.583,11.73,Walking
234.03,-1.632,3.9,10.595,11.408,Walking
234.04,-2.049,3.039,10.419,11.045,Walking
234.05,-2.173,2.591,10.258,10.801,Walking
234.06,-1.956,2.448,10.022,10.5,Walking
234.07,-1.495,2.588,9.789,10.235,Walking
234.08,-0.907,2.742,9.497,9.927,Walking
234.09,-0.351,2.771,9.162,9.578,Walking
234.1,0.079,2.663,8.916,9.305,Walking
234.11,0.333,2.486,8.805,9.156,Walking
234.12,0.272,2.405,8.754,9.083,Walking
234.13,0.092,2.294,8.688,8.986,Walking
234.14,-0.226,2.144,8.739,9.001,Walking
234.15,-0.488,2.01,9.069,9.302,Walking
234.16,-0.505,1.784,9.123,9.309,Walking
234.17,-0.352,1.583,9.149,9.291,Walking
234.18,-0.076,1.455,9.2,9.315,Walking
234.19,0.285,1.286,9.384,9.476,Walking
234.2,0.572,1.058,9.673,9.747,Walking
234.21,0.561,0.838,9.774,9.826,Walking
234.22,0.41,0.687,9.893,9.926,Walking
234.23,0.247,0.558,10.084,10.103,Walking
234.24,0.268,0.512,10.238,10.254,Walking
234.25,0.394,0.59,10.419,10.443,Walking
234.26,0.435,0.659,10.579,10.608,Walking
234.27,0.389,0.696,10.713,10.743,Walking
234.28,0.281,0.644,10.853,10.876,Walking
234.29,0.102,0.532,10.994,11.007,Walking
234.3,-0.158,0.347,11.13,11.136,Walking
234.31,-0.576,0.223,11.267,11.284,Walking
234.32,-1.079,0.181,11.362,11.414,Walking
234.33,-1.469,0.188,11.341,11.438,Walking
234.34,-1.672,0.297,11.232,11.36,Walking
234.35,-1.678,0.65,11.108,11.253,Walking
234.36,-1.498,1.177,11.042,11.205,Walking
234.37,-1.188,1.707,11.013,11.208,Walking
234.38,-0.923,2.222,10.891,11.153,Walking
234.39,-0.75,2.693,10.814,11.17,Walking
234.4,-0.636,2.976,10.743,11.166,Walking
234.41,-0.596,3.224,10.649,11.142,Walking
234.42,-0.587,3.489,10.54,11.118,Walking
234.43,-0.524,3.605,10.337,10.96,Walking
234.44,-0.495,3.654,10.177,10.825,Walking
234.45,-0.504,3.643,10.034,10.687,Walking
234.46,-0.492,3.497,9.826,10.441,Walking
234.47,-0.55,3.292,9.667,10.227,Walking
234.48,-0.766,3.08,9.555,10.068,Walking
234.49,-1.086,2.886,9.406,9.898,Walking
234.5,-1.365,2.763,9.296,9.793,Walking
234.51,-1.551,2.718,9.202,9.72,Walking
234.52,-1.666,2.652,9.122,9.645,Walking
234.53,-1.628,2.571,9.041,9.54,Walking
234.54,-1.445,2.564,9.001,9.47,Walking
234.55,-1.242,2.579,8.946,9.393,Walking
234.56,-0.991,2.543,8.877,9.287,Walking
234.57,-0.674,2.497,8.848,9.219,Walking
234.58,-0.384,2.504,8.864,9.219,Walking
234.59,-0.259,2.61,8.835,9.216,Walking
234.6,-0.186,2.704,8.755,9.165,Walking
234.61,-0.063,2.742,8.703,9.125,Walking
234.62,0.04,2.745,8.656,9.081,Walking
234.63,0.11,2.74,8.599,9.025,Walking
234.64,0.157,2.781,8.563,9.005,Walking
234.65,0.252,2.898,8.669,9.144,Walking
234.66,0.296,2.99,8.83,9.328,Walking
234.67,0.215,2.994,8.921,9.412,Walking
234.68,0.103,2.994,8.983,9.469,Walking
234.69,-0.005,2.97,8.985,9.463,Walking
234.7,-0.127,2.888,8.958,9.412,Walking
234.71,-0.34,2.764,8.859,9.287,Walking
234.72,-0.616,2.579,8.726,9.12,Walking
234.73,-0.85,2.426,8.613,8.988,Walking
234.74,-1.054,2.357,8.514,8.897,Walking
234.75,-1.054,2.325,8.385,8.765,Walking
234.76,-0.796,2.291,8.233,8.583,Walking
234.77,-0.371,2.376,8.118,8.467,Walking
234.78,0.148,2.53,7.989,8.381,Walking
234.79,0.654,2.763,7.925,8.419,Walking
234.8,1.075,3.008,8.045,8.656,Walking
234.81,1.309,3.293,8.341,9.062,Walking
234.82,1.364,3.526,8.721,9.506,Walking
234.83,1.313,3.465,9.119,9.843,Walking
234.84,0.989,3.14,9.431,9.989,Walking
234.85,0.546,2.686,9.542,9.928,Walking
234.86,0.311,2.386,9.724,10.017,Walking
234.87,0.017,2.452,10.001,10.298,Walking
234.88,-0.436,2.586,10.242,10.573,Walking
234.89,-0.97,2.501,10.379,10.72,Walking
234.9,-1.536,2.316,10.425,10.789,Walking
234.91,-1.943,2.081,10.323,10.708,Walking
234.92,-2.04,1.768,10.214,10.565,Walking
234.93,-1.917,1.489,10.177,10.462,Walking
234.94,-1.717,1.268,10.183,10.404,Walking
234.95,-1.459,1.28,10.175,10.359,Walking
234.96,-1.209,1.398,10.247,10.412,Walking
234.97,-1.155,1.484,10.316,10.486,Walking
234.98,-1.324,1.627,10.505,10.712,Walking
234.99,-1.517,1.481,10.766,10.973,Walking
235,-1.71,1.02,10.869,11.05,Walking
235.01,-1.911,0.616,10.909,11.092,Walking
235.02,-2.002,0.341,10.873,11.061,Walking
235.03,-1.943,0.318,10.802,10.979,Walking
235.04,-1.788,0.588,10.818,10.98,Walking
235.05,-1.759,0.759,10.918,11.085,Walking
235.06,-1.945,0.73,11.006,11.2,Walking
235.07,-2.189,0.728,11.123,11.36,Walking
235.08,-2.364,0.638,11.354,11.615,Walking
235.09,-2.522,0.437,11.611,11.89,Walking
235.1,-2.713,0.254,11.752,12.064,Walking
235.11,-2.94,0.102,11.769,12.131,Walking
235.12,-3.302,-0.005,11.772,12.227,Walking
235.13,-3.753,-0.05,11.73,12.316,Walking
235.14,-4.115,-0.046,11.665,12.37,Walking
235.15,-4.219,-0.015,11.562,12.308,Walking
235.16,-4.171,0.01,11.471,12.206,Walking
235.17,-4.091,0.028,11.429,12.139,Walking
235.18,-4.045,0.05,11.303,12.005,Walking
235.19,-4.005,0.128,11.092,11.794,Walking
235.2,-3.935,0.328,10.828,11.526,Walking
235.21,-3.91,0.551,10.617,11.328,Walking
235.22,-4.089,0.711,10.47,11.263,Walking
235.23,-4.311,0.784,10.277,11.172,Walking
235.24,-4.461,0.842,10.004,10.985,Walking
235.25,-4.63,0.914,9.767,10.848,Walking
235.26,-4.788,0.942,9.552,10.727,Walking
235.27,-4.997,0.913,9.232,10.537,Walking
235.279,-5.223,0.933,8.938,10.394,Walking
235.289,-5.312,1.058,8.71,10.256,Walking
235.299,-5.355,1.228,8.426,10.059,Walking
235.309,-5.233,1.36,8.116,9.752,Walking
235.319,-5.134,1.435,7.746,9.403,Walking
235.329,-5.211,1.51,7.263,9.065,Walking
235.339,-5.271,1.631,6.892,8.828,Walking
235.349,-5.296,1.849,6.79,8.808,Walking
235.359,-5.274,1.935,6.781,8.805,Walking
235.369,-5.167,1.843,6.582,8.568,Walking
235.379,-5.094,1.77,6.355,8.335,Walking
235.389,-5.067,1.764,6.246,8.234,Walking
235.399,-5.043,1.798,6.18,8.177,Walking
235.409,-5.079,1.97,6.264,8.301,Walking
235.419,-5.256,2.211,6.378,8.555,Walking
235.429,-5.559,2.462,6.418,8.841,Walking
235.439,-5.77,2.625,6.523,9.096,Walking
235.449,-5.955,2.642,6.693,9.34,Walking
235.459,-6.21,2.58,6.941,9.664,Walking
235.469,-6.431,2.482,7.069,9.874,Walking
235.479,-6.572,2.436,7.183,10.036,Walking
235.489,-6.689,2.479,7.365,10.253,Walking
235.499,-6.831,2.63,7.532,10.503,Walking
235.509,-6.95,2.772,7.664,10.711,Walking
235.519,-7.012,2.815,7.765,10.835,Walking
235.529,-7.069,2.789,7.825,10.908,Walking
235.539,-7.22,2.739,7.914,11.057,Walking
235.549,-7.361,2.713,8.016,11.216,Walking
235.559,-7.44,2.734,8.064,11.308,Walking
235.569,-7.48,2.793,8.06,11.345,Walking
235.579,-7.469,2.843,8.033,11.331,Walking
235.589,-7.491,2.925,7.948,11.306,Walking
235.599,-7.506,2.968,7.845,11.256,Walking
235.609,-7.483,2.987,7.69,11.138,Walking
235.619,-7.459,3.019,7.519,11.013,Walking
235.629,-7.439,3.052,7.366,10.904,Walking
235.639,-7.438,3.098,7.232,10.826,Walking
235.649,-7.479,3.124,7.139,10.802,Walking
235.659,-7.419,3.11,7.016,10.674,Walking
235.669,-7.43,3.14,6.872,10.596,Walking
235.679,-7.562,3.222,6.646,10.571,Walking
235.689,-7.565,3.303,6.476,10.492,Walking
235.699,-7.528,3.396,6.322,10.4,Walking
235.709,-7.585,3.499,6.252,10.434,Walking
235.719,-7.688,3.532,6.165,10.468,Walking
235.729,-7.812,3.508,6.114,10.522,Walking
235.739,-7.922,3.44,6.124,10.588,Walking
